OCODES,TIME,DATE_JUL
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.457533868,-0.006661491
RS,0.211373085,-0.127663365
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.579153314,-1.115845338
PA,-0.457533868,0.447095538
PA,0.697850869,0.043755957
TM,-0.761582483,-0.167997323
TM,-0.70077276,-0.843591121
LS,-1.065631098,-1.236847213
LS,-1.004821375,0.013505488
LS,-1.004821375,0.023588978
PA,-0.822392206,-0.036911959
PA,-0.09267553,-0.621754352
PA,-1.30886999,-0.65200482
PA,-1.856157497,-0.833507632
PA,0.697850869,-0.762923205
TM,-0.761582483,-1.367932576
TM,-0.70077276,-1.771272157
TM,1.001899484,0.033672467
RS,0.211373085,-1.307431639
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,0.697850869,-0.591503883
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,0.697850869,-0.157913834
PA,-1.491299159,-0.258748729
PA,-1.065631098,-1.226763723
PA,-0.822392206,0.094173404
PA,-0.09267553,-0.470502009
PA,-1.30886999,-0.520919456
PA,-1.856157497,-0.692338778
AB,0.211373085,0.305926684
AB,0.211373085,-0.934342527
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.457533868,0.245425747
PA,-1.065631098,-0.490668988
PA,-0.822392206,0.810101161
PA,-0.031865807,0.537846943
PA,-1.30886999,0.437012048
PA,-1.856157497,0.094173404
PA,0.211373085,-0.551169925
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.065631098,-0.278915708
LS,-1.004821375,-1.478850961
PA,-0.822392206,0.961353503
PA,-0.031865807,0.39667809
PA,0.211373085,0.094173404
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-1.004821375,-1.105761849
PA,-0.761582483,0.063922936
PA,-1.30886999,1.011770951
PA,-1.856157497,0.658848818
RS,0.211373085,-0.914175548
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,-0.761582483,-0.924259037
TM,-0.70077276,-1.438517003
TM,1.001899484,-1.408266535
LS,-1.004821375,-0.934342527
PA,-0.761582483,0.215175279
PA,-1.30886999,0.860518608
PA,-1.30886999,1.314275637
PA,-1.856157497,0.507596475
PA,-0.396724145,-0.510835967
PA,-0.335914422,-1.216680234
PA,0.332992531,0.800017671
RS,0.211373085,0.063922936
LS,-1.004821375,-0.45033503
PA,-0.70077276,-0.339416645
PA,-0.70077276,0.003421999
PA,-0.031865807,1.374776574
PA,-0.031865807,1.707531728
RS,0.211373085,-0.379750603
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.004821375,-0.44025154
PA,-0.70077276,0.18492481
PA,-0.031865807,1.233607721
RS,0.211373085,-0.248665239
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-1.004821375,-0.147830344
PA,-0.822392206,1.122689336
PA,-0.031865807,0.890769077
PA,-0.396724145,-1.166262786
PA,0.332992531,0.346260642
PA,0.211373085,-1.146095807
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.004821375,-1.136012317
PA,-0.761582483,-0.087329407
PA,-0.70077276,-0.510835967
PA,-0.031865807,1.858784071
PA,-1.30886999,1.142856315
PA,-1.856157497,0.800017671
RS,0.211373085,-0.793173674
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.004821375,-0.934342527
PA,-0.761582483,0.386594601
PA,-0.031865807,0.094173404
PA,-1.30886999,0.749600223
PA,-1.856157497,0.366427622
PA,-0.396724145,-0.66208831
PA,-0.335914422,-1.115845338
PA,0.332992531,0.648765328
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.004821375,-0.22849826
PA,-0.70077276,0.366427622
PA,-0.031865807,1.052104909
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.491299159,0.305926684
PA,-1.065631098,-0.702422268
PA,-0.822392206,0.558013922
PA,-0.09267553,-0.046995449
PA,-1.30886999,0.104256894
PA,-1.856157497,-0.248665239
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.491299159,0.477346006
LS,-1.065631098,-0.480585498
PA,-0.031865807,0.709266265
PA,0.150563362,1.999952924
PA,-1.30886999,0.265592726
PA,-1.856157497,-0.077245917
PA,0.211373085,-0.097412897
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,-0.761582483,-1.630103304
TM,-0.70077276,-1.983025437
TM,1.001899484,-0.369667114
PA,-1.491299159,0.910936056
PA,0.150563362,1.65711428
RS,-1.552108882,0.326093663
AB,0.211373085,-1.216680234
AB,0.211373085,0.588264391
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.579153314,-0.420084561
LS,-1.065631098,-0.702422268
PA,-0.822392206,0.39667809
PA,-0.09267553,-0.198247792
PA,-1.30886999,-0.067162428
PA,-1.856157497,-0.399917582
PA,-0.335914422,-0.8637581
PA,0.637041146,0.547930433
AB,0.211373085,-0.188164302
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.275104699,0.658848818
LS,-0.214294976,0.295843195
LS,-0.153485253,1.072271888
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.275104699,1.284025168
LS,-0.214294976,-0.067162428
LS,-0.153485253,1.687364749
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.275104699,0.961353503
LS,-0.214294976,0.60843137
LS,-0.153485253,1.405027042
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,-1.357849087
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,-1.095678359
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,-0.712505757
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,-0.299082687
LS,-0.275104699,1.495778448
LS,-0.214294976,-1.418350024
LS,-0.153485253,1.86886756
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,-0.067162428
LS,-0.275104699,1.647030791
LS,-0.214294976,-1.267097681
LS,-0.153485253,2.020119903
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,0.275676216
LS,-0.275104699,1.828533602
LS,-0.214294976,-1.105761849
LS,-0.153485253,2.171372246
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,0.517679964
LS,-0.275104699,2.564628338
LS,-0.214294976,-0.934342527
LS,-0.153485253,2.312541099
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,0.981520482
LS,-0.275104699,0.497512985
LS,-0.214294976,0.104256894
LS,-0.153485253,0.931103035
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.761582483,1.203357252
LS,-0.275104699,0.810101161
LS,-0.214294976,0.467262517
LS,-0.153485253,1.223524231
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.70077276,-1.670437262
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.70077276,-1.650270283
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.70077276,-1.347765597
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.70077276,-1.347765597
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,-1.398183045
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,-1.186429765
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,-0.924259037
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,-0.531002946
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,-0.268832218
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,0.003421999
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,0.205091789
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,0.40676158
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,0.598347881
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,0.800017671
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,0.981520482
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.73161616,1.223524231
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.275104699,2.010036414
LS,-0.214294976,-0.783090184
LS,-0.153485253,2.453709953
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.275104699,2.161288757
LS,-0.214294976,-0.65200482
LS,-0.153485253,2.594878806
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.275104699,2.312541099
LS,-0.214294976,-0.510835967
LS,-0.153485253,2.736047659
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,-1.49901794
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,-1.468767472
LS,1.853235606,-1.327598618
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,-1.267097681
LS,1.853235606,-1.156179296
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,-1.055344401
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,-0.8637581
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,-0.783090184
LS,0.332992531,-0.369667114
PA,-1.187250544,-0.389834093
PA,-1.856157497,0.043755957
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,-0.65200482
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,-0.520919456
PA,-1.187250544,-0.853674611
PA,-1.856157497,0.215175279
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,-0.319249666
PA,-1.187250544,-0.036911959
PA,-1.856157497,-0.288999197
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,-0.309166177
AB,0.272182808,-0.430168051
AB,0.332992531,0.83026814
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,-0.137746855
PA,-1.187250544,0.215175279
PA,-1.856157497,-0.470502009
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,-0.097412897
PA,-1.187250544,1.425194021
PA,-1.856157497,-1.690604241
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,0.053839446
PA,-1.187250544,0.376511111
PA,-1.856157497,-0.682255289
AB,0.272182808,-0.823424142
AB,0.332992531,1.122689336
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,0.124423873
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,0.235342258
AB,0.272182808,-1.004926954
AB,0.332992531,1.223524231
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,0.346260642
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,0.416845069
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,0.547930433
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,0.598347881
AB,0.272182808,-1.519184919
AB,0.332992531,1.384860063
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,0.749600223
AB,0.272182808,0.376511111
AB,0.332992531,0.447095538
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,0.789934181
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,0.971436993
AB,0.272182808,-1.307431639
AB,0.332992531,1.536112406
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,0.981520482
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,1.853235606,1.152939804
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,1.853235606,1.203357252
AB,0.332992531,0.205091789
AB,0.393802254,-1.730938199
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.187250544,1.092438867
PA,-1.856157497,-1.317515129
AB,0.272182808,0.134507363
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.187250544,1.263858189
PA,-1.856157497,-1.488934451
AB,0.272182808,-0.087329407
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.187250544,0.749600223
PA,-1.856157497,-1.004926954
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.187250544,-0.641921331
PA,-1.856157497,-0.117579876
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.187250544,0.568097412
PA,-1.856157497,-0.853674611
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.187250544,0.941186524
PA,-1.856157497,-1.176346275
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,-0.964592995
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,0.779850692
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,1.03193793
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,1.193273762
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,-0.803257163
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,-0.611670862
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,-0.399917582
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,-0.147830344
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,0.003421999
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,0.1950083
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,0.447095538
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.275104699,0.61851486
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,0.880280038,-1.267097681
AB,0.5154217,-0.23858175
AB,0.576231423,-1.438517003
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,0.880280038,-1.065427891
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,0.880280038,-0.561253415
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,0.880280038,-0.329333156
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,0.880280038,0.840351629
AB,0.5154217,-0.793173674
AB,0.576231423,0.225258768
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,0.880280038,1.314275637
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.393802254,-1.08559487
TM,0.880280038,-1.418350024
AB,0.454611977,-1.801522626
AB,0.5154217,-0.036911959
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.393802254,-0.813340653
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,0.393802254,-1.065427891
KJ,0.393802254,0.416845069
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,0.393802254,-0.762923205
KJ,0.393802254,-0.510835967
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,0.393802254,-0.460418519
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.393802254,-0.23858175
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,0.393802254,-0.006661491
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.393802254,0.043755957
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,0.393802254,0.275676216
PA,0.393802254,-0.833507632
AB,0.5154217,-0.399917582
AB,0.576231423,-1.589769346
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,0.393802254,-1.166262786
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,0.393802254,-0.641921331
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
